maison,ats,config_json,job_count,evidence
LIP,NONE,,0,"https://lip.fr/fr/ HTTP 200 (official LIP montres site); homepage HTML has no recrutement/carrieres/career/emploi/job link; lip-watches.com, lipmontres.com, www.lip-montres.fr, lip-france.fr all fail DNS/connect. WTTJ organization.slug lip nbHits=0 (checked to avoid the generic-slug false positive)."
Lise Charmel,NONE,,0,"https://www.lisecharmel.com/lc_fr_fr/carrieres/ HTTP 200 — a Magento CMS page, not an ATS: page body is nav/product markup only, and the only external hosts referenced are integration.lisecharmel.com media, googletagmanager, facebook, instagram. No ATS vendor fingerprint (grep for teamtailor/workday/digitalrecruiters/talentsoft/flatchr/softy/taleez/recruitee/greenhouse/etc returned nothing). careers.lisecharmel.com does not resolve. WTTJ organization.slug lise-charmel nbHits=0."
Litkovska,NONE,,0,https://litkovska.com/ HTTP 200; homepage HTML contains no recrutement/carrieres/career/emploi/job link. WTTJ organization.slug litkovska nbHits=0.
Livera,NONE,,0,"https://www.livera.nl/vacatures HTTP 200 (listed in sitemap.xml) but page is a JS-rendered Storyblok page with no ATS vendor fingerprint; external hosts are storyblok/aiden/yotpo/ablyft/shoprunback/chantelle analytics only (confirms Groupe Chantelle ownership, no ATS). robots.txt 'User-Agent: *' disallows only Magento paths (/lib/ /var/ /checkout/ /customer/ etc), not /vacatures. werkenbij.livera.nl does not resolve; /werken-bij HTTP 404. Parent chantelle.com/carriere HTTP 404; careers.chantelle.com does not resolve; chantelle.teamtailor.com/jobs.json HTTP 404; WTTJ slug chantelle and livera nbHits=0."
Loewe,LVMH_JOBHUB_ALGOLIA,"{""provider"": ""lvmh-jobhub"", ""algoliaAppId"": ""SDMQTD2J9T"", ""algoliaApiKey"": ""a5c6f4c87dea9aac0732631cd87583b2"", ""algoliaUrl"": ""https://sdmqtd2j9t-dsn.algolia.net/1/indexes/*/queries"", ""indexName"": ""PRD-fr-fr"", ""filters"": ""category:job AND maison:\""Loewe\"""", ""offerUrl"": ""https://www.lvmh.com/proxyApi/v1/jobhub/offer?reference={objectID}&lang=fr"", ""referer"": ""https://www.lvmh.com/fr/nous-rejoindre/nos-offres""}",65,"POST https://sdmqtd2j9t-dsn.algolia.net/1/indexes/*/queries indexName=PRD-fr-fr filters=category:job AND maison:""Loewe"" -> 200, nbHits=65, sample objectID=LOEW02618 ""Temporary Senior Client Advisor - Short Hills"". objectID is the jobhub reference: GET https://www.lvmh.com/proxyApi/v1/jobhub/offer?reference=LOEW02618&lang=fr -> 200 (verified round-trip on LOEW02618)."
Loewe Perfumes,LVMH_JOBHUB_ALGOLIA,"{""provider"": ""lvmh-jobhub"", ""algoliaAppId"": ""SDMQTD2J9T"", ""algoliaApiKey"": ""a5c6f4c87dea9aac0732631cd87583b2"", ""algoliaUrl"": ""https://sdmqtd2j9t-dsn.algolia.net/1/indexes/*/queries"", ""indexName"": ""PRD-fr-fr"", ""filters"": ""category:job AND maison:\""Perfumes Loewe\"""", ""offerUrl"": ""https://www.lvmh.com/proxyApi/v1/jobhub/offer?reference={objectID}&lang=fr"", ""referer"": ""https://www.lvmh.com/fr/nous-rejoindre/nos-offres""}",6,"POST https://sdmqtd2j9t-dsn.algolia.net/1/indexes/*/queries indexName=PRD-fr-fr filters=category:job AND maison:""Perfumes Loewe"" -> 200, nbHits=6, sample objectID=PLOE00339 ""Sales Intern (Madrid)"". objectID is the jobhub reference: GET https://www.lvmh.com/proxyApi/v1/jobhub/offer?reference=PLOE00339&lang=fr -> 200 (verified round-trip on LOEW02618). NOTE: facet label is ""Perfumes Loewe"", not ""Loewe Perfumes""."
Longchamp,TalentSoft,"{""origin"": ""https://longchamp-career.talent-soft.com"", ""listingUrl"": ""https://longchamp-career.talent-soft.com/offre-de-emploi/liste-offres.aspx"", ""rssUrl"": ""https://longchamp-career.talent-soft.com/handlers/offerRss.ashx?LCID=1036""}",23,"Footer of https://www.longchamp.com/fr/fr/ -> /maison-longchamp/.../job-openings/ redirects 200 to https://longchamp-career.talent-soft.com/accueil.aspx?LCID=1036. GET .../offre-de-emploi/liste-offres.aspx -> 200, page states ""23 offres"". GET /handlers/offerRss.ashx?LCID=1036 -> 200, 20 RSS items (feed caps at 20), e.g. ""2026-2810 - Directeur Adjoint - Boutique Marne-la-Vallee H/F"". robots.txt -> 200 empty (no Disallow)."
Loom,NONE,,0,Footer of https://www.loom.fr/fr-fr links to /fr-fr/pages/recrutement; https://www.loom.fr/fr-fr/pages/recrutement HTTP 200 but contains no ATS vendor fingerprint and no outbound job-board link (only self-referential hrefs). WTTJ organization.slug loom nbHits=0 (checked to avoid the generic-slug false positive).
L’Oréal Professionnel,Avature,"{""listingUrl"": ""https://careers.loreal.com/en_US/jobs/SearchJobs/?jobOffset=0"", ""origin"": ""https://careers.loreal.com""}",1737,"https://career.loreal.com/careers redirects 200 -> https://careers.loreal.com/en_US/content/Home (8 ""avature"" fingerprints). GET https://careers.loreal.com/en_US/jobs/SearchJobs/?jobOffset=0 -> 200, 20 JobDetail links/page, e.g. /en_US/jobs/JobDetail/Skincare-Expert-pro-L-Or-al-Luxe-Lanc-me-Biotherm-Kiehl-s/253106. Paging: offset 1600 -> 20 results, offset 1800 -> 0. Sitemap https://careers.loreal.com/en_US/jobs/sitemap.xml -> 200 with 1737 JobDetail <loc> entries. robots.txt on careers.loreal.com: ""User-agent: *"" / ""Allow: /careers"". Group-wide board; L'Oreal Professionnel is a brand inside it (Professional Products Division text found in listing), no brand-level facet verified."
Lorenz Bäumer,NONE,,0,lorenzbaumer.com HTTP 200 but redirects to https://www.baumer-vendome.com/ ; that homepage HTML has no recrutement/carrieres/career/emploi/job link. WTTJ organization.slug lorenz-baumer nbHits=0.
Loro Piana,LVMH_JOBHUB_ALGOLIA,"{""provider"": ""lvmh-jobhub"", ""algoliaAppId"": ""SDMQTD2J9T"", ""algoliaApiKey"": ""a5c6f4c87dea9aac0732631cd87583b2"", ""algoliaUrl"": ""https://sdmqtd2j9t-dsn.algolia.net/1/indexes/*/queries"", ""indexName"": ""PRD-fr-fr"", ""filters"": ""category:job AND maison:\""Loro Piana\"""", ""offerUrl"": ""https://www.lvmh.com/proxyApi/v1/jobhub/offer?reference={objectID}&lang=fr"", ""referer"": ""https://www.lvmh.com/fr/nous-rejoindre/nos-offres""}",90,"POST https://sdmqtd2j9t-dsn.algolia.net/1/indexes/*/queries indexName=PRD-fr-fr filters=category:job AND maison:""Loro Piana"" -> 200, nbHits=90, sample objectID=LORP03710 ""Loro Piana, Master Mender (Madison Avenue Atelier), New York"". objectID is the jobhub reference: GET https://www.lvmh.com/proxyApi/v1/jobhub/offer?reference=LORP03710&lang=fr -> 200 (verified round-trip on LOEW02618). Note: www.loropiana.com itself is Akamai-blocked (403 on /robots.txt and /en/careers)."
Losanje,NONE,,0,"https://www.losanje.com/carriere HTTP 200 — a real careers page but applications are mailto only (mailto:cory@losanje.com?subject=Contact%20page%20carriere, mailto:info@losanje.com); no ATS vendor fingerprint in HTML and no job records. losanje.fr HTTP 404. WTTJ organization.slug losanje nbHits=0."
Loto del Sur,SuccessFactors,"{""origin"": ""https://careers.puig.com"", ""listingUrl"": ""https://careers.puig.com/opportunities"", ""sfCompany"": ""Puig"", ""sfJobsearch"": ""https://performancemanager.successfactors.eu/sf/careers/jobsearch?bplte_company=Puig"", ""brandFacetId"": ""284073""}",1,"GET https://careers.puig.com/opportunities -> 200; __NEXT_DATA__ props.pageProps.works has 219 job entries and options.brand lists 18 Puig brands incl. {""value"":""284073"",""label"":""Loto del Sur""}. Exactly 1 Loto del Sur job: ""CDD - Chef de Produit Skincare & Haircare - Loto del Sur (H/F)"". robots.txt careers.puig.com: ""User-agent: *"" then Disallow /404,/error,/api/search - /opportunities is allowed. www.puig.com itself is Cloudflare-challenged (403)."
Louis Pion,WAF,,0,"https://www.louispion.fr/ returns HTTP 403 to a normal browser User-Agent, and /robots.txt returns the site's HTML shell rather than a robots file, so no crawl directives could be read. Parent Galeries Lafayette is also bot-shielded: www.galerieslafayette.com/robots.txt HTTP 403 with title 'Acces restreint - Galeries Lafayette', and groupegalerieslafayette.com, recrutement.galerieslafayette.com, careers.galerieslafayette.com all return that same block page. WTTJ organization.slug louis-pion and galeries-lafayette nbHits=0. Blocked by bot shield, not by robots directive."
Louis Vuitton,LVMH_JOBHUB_ALGOLIA,"{""provider"":""lvmh-jobhub"",""algoliaAppId"":""SDMQTD2J9T"",""algoliaApiKey"":""a5c6f4c87dea9aac0732631cd87583b2"",""algoliaUrl"":""https://sdmqtd2j9t-dsn.algolia.net/1/indexes/*/queries"",""indexName"":""PRD-fr-fr"",""filters"":""category:job AND maison:\""Louis Vuitton\"""",""offerUrl"":""https://www.lvmh.com/proxyApi/v1/jobhub/offer?reference={objectID}&lang=fr"",""referer"":""https://www.lvmh.com/fr/nous-rejoindre/nos-offres""}",589,"POST https://sdmqtd2j9t-dsn.algolia.net/1/indexes/*/queries indexName=PRD-fr-fr filters='category:job AND maison:\\""Louis Vuitton\""\""' -> 200 nbHits=589; sample objectID LVM33785 (Seoul)"
Louis Vuitton Joaillerie,NONE,,0,"No separate entity. GET https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr -> 200, 76 maisons enumerated; no 'Louis Vuitton Joaillerie' label (only 'Louis Vuitton' + 'Fondation Louis Vuitton'). Watches/jewellery is a businessGroup ('Montres & Joaillerie'), not a maison. jobs.louisvuitton.com 403 WAF."
Lucien Pages Communication,NONE,,0,"GET https://www.lucienpages.com/ -> 200: zero career/job/recrutement hrefs in page. /careers /jobs /join-us -> 404 each. robots.txt 200 (User-agent: * Disallow: /config,/search,/api/ - jobs path not disallowed). WTTJ Algolia organization.slug 'lucien-pages'/'lucien-pages-communication'/'lucienpages' -> nbHits=0; free-text 'Lucien Pages' -> nbHits=0. Teamtailor/Greenhouse/Lever/Ashby/Recruitee lucienpages -> 404."
Ludovic de Saint Sernin,NONE,,0,"GET https://ludovicdesaintsernin.com/ -> 200 (Shopify): zero career/job hrefs. /pages/careers /pages/jobs -> 404. robots.txt 200, 'User-agent: *' + 'Allow: /'. WTTJ slug 'ludovic-de-saint-sernin'/'ludovicdesaintsernin' -> nbHits=0; free-text -> nbHits=0. Teamtailor/Greenhouse/Lever/Ashby/Recruitee -> 404."
Lutz Huelle,NONE,,0,"GET https://www.lutzhuelle.com/ -> 200 (Wix): zero career/job/contact hrefs. /careers /contact -> 404. robots.txt 200, 'User-agent: *' + 'Allow: /'. WTTJ slug 'lutz-huelle' -> nbHits=0; free-text 'Lutz Huelle' -> nbHits=0. Teamtailor/Greenhouse/Lever/Ashby/Recruitee lutzhuelle -> 404."
Luxe Talent,WordPressREST,"{""origin"":""https://www.luxetalent.net"",""categoryId"":14,""path"":""/wp-json/wp/v2/posts?categories=14&per_page=100""}",478,"GET https://www.luxetalent.net/wp-json/wp/v2/posts?categories=14&per_page=5 -> 200; header x-wp-total: 478. Category id 14 = 'job-offers' confirmed via /wp-json/wp/v2/categories?per_page=100 -> 200 (count=478). Sample: 'Global Business Development Manager (m/w/d) UK & USA - Premium'. robots.txt 200: 'User-agent: *' disallows only /wp-admin/,/wp-includes/,plugins,themes - /wp-json/ allowed. NB luxetalent.fr has NO job category (only sin-categoria, top-executive)."
LVMH,LVMH_JOBHUB_ALGOLIA,"{""provider"": ""lvmh-jobhub"", ""algoliaAppId"": ""SDMQTD2J9T"", ""algoliaApiKey"": ""a5c6f4c87dea9aac0732631cd87583b2"", ""algoliaUrl"": ""https://sdmqtd2j9t-dsn.algolia.net/1/indexes/*/queries"", ""indexName"": ""PRD-fr-fr"", ""filters"": ""category:job AND maison:\""LVMH\"""", ""offerUrl"": ""https://www.lvmh.com/proxyApi/v1/jobhub/offer?reference={objectID}&lang=fr"", ""referer"": ""https://www.lvmh.com/fr/nous-rejoindre/nos-offres""}",34,"POST https://sdmqtd2j9t-dsn.algolia.net/1/indexes/*/queries indexName=PRD-fr-fr filters=category:job AND maison:""LVMH"" -> 200, nbHits=34, sample objectID=LVMH03164 ""Alternance- Office manager- Janvier 2027 (Paris)"". objectID is the jobhub reference: GET https://www.lvmh.com/proxyApi/v1/jobhub/offer?reference=LVMH03164&lang=fr -> 200 (verified round-trip on LOEW02618). Whole-index control: same query without a maison filter -> nbHits=5222 across 53 maison facets. This row = the ""LVMH"" corporate facet only."
LVMH Client services,LVMH_JOBHUB_ALGOLIA,"{""provider"": ""lvmh-jobhub"", ""algoliaAppId"": ""SDMQTD2J9T"", ""algoliaApiKey"": ""a5c6f4c87dea9aac0732631cd87583b2"", ""algoliaUrl"": ""https://sdmqtd2j9t-dsn.algolia.net/1/indexes/*/queries"", ""indexName"": ""PRD-fr-fr"", ""filters"": ""category:job AND maison:\""LVMH Client services\"""", ""offerUrl"": ""https://www.lvmh.com/proxyApi/v1/jobhub/offer?reference={objectID}&lang=fr"", ""referer"": ""https://www.lvmh.com/fr/nous-rejoindre/nos-offres""}",0,"POST https://sdmqtd2j9t-dsn.algolia.net/1/indexes/*/queries indexName=PRD-fr-fr filters='category:job AND maison:""LVMH Client services""' -> 200 nbHits=0. The maison label is real (it appears in GET https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr -> 200, 76 maisons) but it is one of the 23 criteria maisons with no live offer today: the job facet list returned by the same index has 53 maisons summing to 5190 of 5222 jobs, and no ""LVMH Client services"" entry. So 0 = no live offers right now, not an unreachable feed; the config works as soon as it posts."
LVMH Fragrance Brands,LVMH_JOBHUB_ALGOLIA,"{""provider"": ""lvmh-jobhub"", ""algoliaAppId"": ""SDMQTD2J9T"", ""algoliaApiKey"": ""a5c6f4c87dea9aac0732631cd87583b2"", ""algoliaUrl"": ""https://sdmqtd2j9t-dsn.algolia.net/1/indexes/*/queries"", ""indexName"": ""PRD-fr-fr"", ""filters"": ""category:job AND maison:\""LVMH Fragrance Brands\"""", ""offerUrl"": ""https://www.lvmh.com/proxyApi/v1/jobhub/offer?reference={objectID}&lang=fr"", ""referer"": ""https://www.lvmh.com/fr/nous-rejoindre/nos-offres""}",42,"POST https://sdmqtd2j9t-dsn.algolia.net/1/indexes/*/queries indexName=PRD-fr-fr filters=category:job AND maison:""LVMH Fragrance Brands"" -> 200, nbHits=42, sample objectID=LVMHFB02619 ""E-Retail Benelux Intern - January 2027 (Brussels)"". objectID is the jobhub reference: GET https://www.lvmh.com/proxyApi/v1/jobhub/offer?reference=LVMHFB02619&lang=fr -> 200 (verified round-trip on LOEW02618). Separately https://lvmh.recruitee.com/api/offers/ -> 200 with 46 offers, all company_name ""LVMH Parfums & Kosmetik GmbH"" (German cities, e.g. ""Beauty Consultant (m/w/d)"" Dusseldorf); that Recruitee board is the German P&C sales entity and maps to the ""LVMH Perfumes & Cosmetics"" facet (46 in Algolia), NOT to LVMH Fragrance Brands."
LVMH Métiers d'Art,NONE,{},0,"No ""LVMH Metiers d'Art"" facet in the verified LVMH jobs index: POST sdmqtd2j9t-dsn.algolia.net .../queries indexName=PRD-fr-fr filters=category:job facets=[""maison""] maxValuesPerFacet=200 -> 200, 53 maison facets returned, none matching Metiers d'Art (closest present: Fashion Group 24, Rossimoda 3, Thelios 7). WTTJ organization.slug quoted probes (control organization.slug:""payfit"" -> nbHits=10) returned 0. No dedicated careers domain found."
LVMH Watches & Jewelry,LVMH_JOBHUB_ALGOLIA,"{""provider"": ""lvmh-jobhub"", ""algoliaAppId"": ""SDMQTD2J9T"", ""algoliaApiKey"": ""a5c6f4c87dea9aac0732631cd87583b2"", ""algoliaUrl"": ""https://sdmqtd2j9t-dsn.algolia.net/1/indexes/*/queries"", ""indexName"": ""PRD-fr-fr"", ""filters"": ""category:job AND businessGroup:\""Watches & Jewelry\"""", ""offerUrl"": ""https://www.lvmh.com/proxyApi/v1/jobhub/offer?reference={objectID}&lang=fr"", ""referer"": ""https://www.lvmh.com/fr/nous-rejoindre/nos-offres""}",604,"No ""LVMH Watches & Jewelry"" maison facet exists; it is a businessGroup. Its constituent maison facets from the verified facet call (indexName=PRD-fr-fr, filters=category:job): Tiffany & Co. 409, Bulgari 109, TAG Heuer 33, Chaumet 20, Fred 14, Hublot 8, Repossi 6, Zenith 5 = 604. Sample verified offer: GET https://www.lvmh.com/proxyApi/v1/jobhub/offer?reference=REPO00097&lang=fr -> 200 ""CONTROLEUR(SE) DE GESTION"", maison Repossi, Paris, CDI."
MAC Cosmetics,Eightfold,"{""origin"":""https://elcompanies.eightfold.ai"",""domain"":""elcompanies.com""}",148,"GET https://elcompanies.eightfold.ai/api/pcsx/search?domain=elcompanies.com&start=0&num=10&query=MAC%20Cosmetics -> 200, data.count=148. Sample: 'MAC Cosmetics On-Call/Artist Freelancer'. Unfiltered tenant count=1400. robots.txt explicitly 'Allow: /api/pcsx' and 'Allow: /careers'. Session cookie taken from /careers (200) first."
Macosa SAS,NONE,,0,"No reachable web presence: https://www.macosa.com/ -> 200 but 114-byte placeholder; macosa.fr, www.macosa.fr, www.macosa-sas.fr -> DNS/connect failure (000). WTTJ slug 'macosa'/'macosa-sas' -> nbHits=0; free-text 'Macosa' -> nbHits=0. Teamtailor/Greenhouse/Lever/Ashby/Recruitee macosa -> 404."
Madame Figaro,WTTJ,"{""slug"":""groupe-figaro""}",12,"POST https://CSEKHVMS53-dsn.algolia.net/1/indexes/wttj_jobs_production_fr/query filters organization.slug:""groupe-figaro"" -> 200, nbHits=12, all hits organization.name 'Groupe Figaro'. Sample: 'Traffic Manager Paid Social (H/F)', 'Journaliste Social Media Stage H/F'. Madame Figaro is a Groupe Figaro title with no separate board: slugs 'madame-figaro','figaro','le-figaro' -> nbHits=0; https://www.lefigaro.fr/recrutement -> 404; emploi.lefigaro.fr robots -> 403 (that is a jobs MARKETPLACE, not their own ATS)."
Made In Design,BLOCKED,,0,"https://www.madeindesign.com/robots.txt -> 200 and explicitly blocks this crawler: 'User-agent: ClaudeBot' / 'Disallow: /' and 'User-agent: anthropic-ai' / 'Disallow: /' (also GPTBot, CCBot, Claude-Web). Site itself returned 403 to a normal browser UA. Not crawled further per robots. NB: made.teamtailor.com is a different Italian wholesaler (verified false positive), NOT recorded."
Maeden,NONE,,0,"maeden.com resolves to an unrelated company: GET https://www.maeden.com/ -> 200, title/body 'Custom Flexible Wire & Dynamic Conductors | MAEDEN' (tinsel wire, metal plating) - a wire manufacturer, NOT the fashion brand. Recorded as a FALSE POSITIVE, not used. WTTJ slug 'maeden' -> nbHits=0; free-text 'Maeden' -> nbHits=0. Teamtailor/Greenhouse/Lever/Ashby/Recruitee maeden -> 404."
Maison 123,Teamtailor,"{""origin"":""https://career.maison123.com""}",52,"GET https://career.maison123.com/jobs.json?per_page=100 -> 200, JSON Feed title 'Maison 123', 52 items, next_url null. e.g. 'Responsable de Boutique - Dijon Toison d'Or - 35h/sem - CDI'. maison123.teamtailor.com 301s to this canonical host. robots.txt User-agent: * disallows only /app/ /messages/ /messenger/ /facebook/tab/ /jobs/internal/ - jobs.json allowed."
Maison Francis Kurkdjian,LVMH_JOBHUB_ALGOLIA,"{""provider"":""lvmh-jobhub"",""algoliaAppId"":""SDMQTD2J9T"",""algoliaApiKey"":""a5c6f4c87dea9aac0732631cd87583b2"",""algoliaUrl"":""https://sdmqtd2j9t-dsn.algolia.net/1/indexes/*/queries"",""indexName"":""PRD-fr-fr"",""filters"":""category:job AND maison:\""Maison Francis Kurkdjian\"""",""offerUrl"":""https://www.lvmh.com/proxyApi/v1/jobhub/offer?reference={objectID}&lang=fr"",""referer"":""https://www.lvmh.com/fr/nous-rejoindre/nos-offres""}",34,"POST https://sdmqtd2j9t-dsn.algolia.net/1/indexes/*/queries indexName=PRD-fr-fr filters='category:job AND maison:\\""Maison Francis Kurkdjian\""\""' -> 200 nbHits=34; sample objectID MFK00711 and MFK00729"
Maison Kitsune,WTTJ,"{""slug"":""kitsune-fr""}",8,"POST WTTJ Algolia filters organization.slug:""kitsune-fr"" -> 200, nbHits=8, all organization.name 'Kitsune'. Sample: 'Designer Graphiste Textile Confirme.e - Paris', 'Barista - Cafe Kitsune'. Found via free-text 'Maison Kitsune' (slug 'maison-kitsune' -> 0). Own page https://maisonkitsune.com/mk/job-opportunity/ -> 200 but hardcoded WordPress content (wp/v2/types has no job post type) with 2 roles."
Maison Lesage,NONE,,0,"GET https://www.lesage-paris.com/ -> 200: static brochure site, only links index/legal/professionnel + ecolelesage.com + le19m.com; no careers page, robots.txt 404. Chanel group ATS checked and does NOT carry it: POST https://cc.wd3.myworkdayjobs.com/wday/cxs/cc/ChanelCareers/jobs searchText 'Lesage' -> 200 total=0 (also 'Paraffection' 0). le19m.com -> 403 Akamai WAF. WTTJ 'maison-lesage' -> 0."
Maison Margiela,SuccessFactors,"{""origin"":""https://careers.otb.net""}",43,"Found via footer link on https://www.maisonmargiela.com/fr-fr/ -> https://careers.otb.net/ (parent OTB). GET https://careers.otb.net/search/?q=Margiela -> 200, page reports 'of 43'. Sample: '/job/Dallas-Operations-Associate-(FT),-Dallas-NorthPark-Maison-Margiela-TX'. Whole-tenant /search/?startrow=0 -> 200, 147 total. Vendor confirmed by 36 successfactors fingerprints + host career2.successfactors.eu. robots.txt 200: 'User-agent: *' disallows /applybutton/,/talentcommunity/,/services/ etc - /search/ and /job/ NOT disallowed."
Maison Margiela Fragrances,Avature,"{""listingUrl"":""https://careers.loreal.com/en_US/jobs/SearchJobs/?jobOffset=0""}",0,"Licensed to L'Oreal. GET https://careers.loreal.com/en_US/jobs -> 200 with meta 'avature.portal.id' content 170 / 'avature.portal.urlPath' jobs. Listing GET .../jobs/SearchJobs/?jobOffset=0 -> 200, 20 JobDetail links/page, dataLayer numberResults '999+'. NO Margiela-specific facet isolated: q=Margiela still returns numberResults '999+' and generic L'Oreal roles, so a brand-level count could NOT be evidenced -> job_count=0 (unmeasured, parent feed is 999+). robots.txt allows /careers (only /careers/*qtvc= disallowed)."
Maison Michel,NONE,,0,"GET https://michel-paris.com/ -> 200 (Shopify); enumerated all /pages/* - boutiques, contact, histoire, savoir-faire, sur-mesure... no careers page; /pages/careers -> 404. Chanel group ATS does NOT carry it: POST cc.wd3.myworkdayjobs.com/wday/cxs/cc/ChanelCareers/jobs searchText 'Maison Michel' -> 200 total=0 ('chapelier' 0, 'modiste' 1 unrelated 'Modeliste'). le19m.com -> 403 WAF. WTTJ 'maison-michel' -> 0."
Maison Mihara Yasuhiro,NONE,,0,GET https://miharayasuhiro.jp/ -> 200: zero career/recruit/job/contact hrefs in page. robots.txt -> 404. WTTJ free-text and slug probes -> nbHits=0. No ATS vendor fingerprint found.
Maison Rabih Kayrouz,NONE,,0,"GET https://www.maisonrabihkayrouz.com/ -> 200 (redirects to /mrk/eshop.html): only /mrk/contact-us.html, no careers/jobs page. robots.txt -> 200. No ATS vendor fingerprint. WTTJ probes -> nbHits=0."
Maitrepierre,NONE,,0,"maitrepierre.com is an unrelated company: GET https://maitrepierre.com/notre-entreprise/carrieres/ -> 200 but content is a Sarrebourg FOOD manufacturer ('Les Hyper Proteinees', 'Les Desserts', 'Le Snacking', 'tradition artisanale') - NOT the fashion label. Recorded as FALSE POSITIVE, not used; no ATS vendor on it either. WTTJ 'maitrepierre' -> nbHits=0."
Maje,SmartRecruiters,"{""company"":""SMCP""}",219,"Parent SMCP. GET https://api.smartrecruiters.com/v1/companies/SMCP/postings?limit=100 -> 200, totalFound=534. Paginated all 534 postings and counted customField fieldLabel 'Brands' valueLabel 'Maje' -> 219 (Sandro/Claudie Pierlot/Fursac/SMCP make up the rest), so Maje is a real brand facet not a keyword match. Sample Maje-tagged: 'Conseiller de Vente H/F - CDI 25h - Marseille'. Vendor id from https://www.smcp.com/en/talents/job-offers/ -> 200 with data-company-identifier=""SMCP""."
