maison,ats,config_json,job_count,evidence
Extime Duty Free Paris,BLOCKED_WAF,,0,"No careers surface of its own. GET https://www.extime.com/fr/paris/nous-rejoindre -> HTTP 307 with Location: https://www.parisaeroport.fr/groupe/ressources-humaines (hands recruitment to parent Groupe ADP). GET https://www.parisaeroport.fr/en/group/jobs -> 200 body but content is only 'Request unsuccessful. Incapsula incident ID: 985000410706715320-...' = Imperva/Incapsula WAF interstitial, NOT robots (robots https://www.parisaeroport.fr/robots.txt 'User-agent: *' / 'Disallow:' = nothing disallowed). recrutement./carriere./careers./jobs.extime.com all NXDOMAIN; www.extimedutyfreeparis.com -> 403. WTTJ extime / extime-1 / extime-duty-free-paris -> nbHits 0. ADP's own Talentsoft board (groupeadp-recrute.talent-soft.com, 65 offers) contains ZERO 'extime' occurrences, so no Extime jobs are published there. Dominant reason: parent careers host is WAF-blocked and carries no Extime roles anyway."
Faïencerie de Gien,NONE,,0,"GET https://www.gien.com/ -> 200; careers hub https://www.gien.com/pages/rejoignez-nous -> 200; offers page https://www.gien.com/pages/nos-offres -> 200 (536,653 B, Shopify). Zero ATS fingerprints. No vacancies hosted on-site — the only outbound job links are https://fr.indeed.com/cmp/Fa%C3%AFencerie-De-Gien-5 and https://recrute.pole-emploi.fr/page-entreprise/faienceries-de-gien; page text directs candidates to mailto:jobs@gien.com for spontaneous applications. WTTJ slugs gien / faiencerie-de-gien / faiencerie-gien -> nbHits 0. Dominant reason: no own feed; jobs only on Indeed/France Travail."
Fareva,NONE,,0,"GET https://www.fareva.com/en -> 200. The /en/your-future/our-jobs page is job-FAMILY descriptions, not vacancies. Real vacancy list https://www.fareva.com/en/your-future/our-current-offers2 -> 200 (35,317 B) (note literal '2'; /our-current-offers -> 404). In-house Symfony/Webpack Encore portal (/assets/build/app.9b8b6c4d.js, job_offer_folder.338f76b9.js), ZERO third-party ATS fingerprints and zero external hosts; search is a plain server-side GET form. Server-rendered text reads 'No offer match these criteria' => job_count 0 (verified). No careers subdomain (careers./recrutement./jobs.fareva.com all NXDOMAIN); robots.txt returns a 404 HTML page. WTTJ slug 'fareva' -> nbHits 0. 0 is a verified count, not a failure."
Fashion Group,LVMH-Algolia,"{""appId"":""SDMQTD2J9T"",""apiKey"":""a5c6f4c87dea9aac0732631cd87583b2"",""index"":""PRD-en-us"",""filters"":""category:job AND maison:\""Fashion Group\""""}",24,"PARENT PORTAL (LVMH maison). VERIFIED PERSONALLY: POST https://SDMQTD2J9T-dsn.algolia.net/1/indexes/PRD-en-us/query (headers x-algolia-application-id: SDMQTD2J9T, x-algolia-api-key: a5c6f4c87dea9aac0732631cd87583b2, Referer https://www.lvmh.com/) body filters 'category:job AND maison:""Fashion Group""' -> 200, nbHits=24, hits carry maison='Fashion Group', source='jobhub', name/city/countryRegion/contract/link/atsId (e.g. 'Assistant Accountant', Singapore). Maison label cross-confirmed present in the live LVMH criteria feed GET https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=en -> 200 (76 maisons). robots https://www.lvmh.com/robots.txt 'User-agent: *' disallows only /*espace-candidat, /*spazio-candidato, /*candidate-portal — listings allowed."
FashionNetwork France,BLOCKED_WAF,,0,"GET https://fr.fashionnetwork.com/ -> 200, but GET https://fr.fashionnetwork.com/emploi -> HTTP/2 403 with 'server: cloudflare', 'cf-ray: a3471db1daf219a5-CDG' and a '<title>Attention Required! | Cloudflare</title>' challenge body. This is a WAF block, NOT robots: https://fr.fashionnetwork.com/robots.txt 'User-agent: *' group reads 'Allow: /' and disallows only /account/ /ajax/ /annuaire/ /contact/ /dashboard/ /download/ /include/ /login/ /network/ /newsletters/ /nl/ /parrainer/ /register/ /search/ /societes/ /traduction/ /transaction/ /rss/feed/ /fragments/ — /emploi is NOT disallowed. /jobs also 403. Its job links point at sibling board fr.fashionjobs.com which is likewise Cloudflare-gated (matches project memory: only Chromium passes). No ATS vendor determinable via curl."
Father & Sons,Flatchr,"{""company"":""father-sons"",""origin"":""https://careers.flatchr.io""}",12,"Found via https://www.fatherandsons.fr/pages/recrutement -> 200, whose sole external resource is the iframe https://careers.flatchr.io/company/father-sons?iframe=true. Feed VERIFIED PERSONALLY: GET https://careers.flatchr.io/company/father-sons.json -> 200, application/json, 72,265 B, {""items"":[...]} with 12 items all published:true. Real data lives in items[].vacancy (title/addressFormatted/contract_type/apply_url) — e.g. 'Conseiller(e) de vente - CDI 30 H - Bordeaux', 'CDD 39 H - Ecully', 'CDI 24 H - Metz'. Iframe page itself also renders 12 /vacancy/ links, matching."
Fendi,LVMH-Algolia,"{""appId"":""SDMQTD2J9T"",""apiKey"":""a5c6f4c87dea9aac0732631cd87583b2"",""index"":""PRD-en-us"",""filters"":""category:job AND maison:\""Fendi\""""}",97,"VERIFIED PERSONALLY: POST https://SDMQTD2J9T-dsn.algolia.net/1/indexes/PRD-en-us/query filters 'category:job AND maison:""Fendi""' -> 200, nbHits=97, hits[].maison='Fendi', source='jobhub' (e.g. 'Client Advisor - Berlin'; 'ALTERNANCE - Conseiller(e) de Vente', Paris). Fendi ALSO runs its own WordPress careers site: https://careers.fendi.com/ -> 200 with https://careers.fendi.com/job-search-page/job-results-page/ -> 200 server-rendering ?jobid= links, which I paginated via ?firstResult=N step 10 to exactly 70 unique job ids. Chose the LVMH Algolia feed as config (97 > 70, structured JSON). robots careers.fendi.com 'User-agent: *' disallows only /wp-admin/ and /wp-content/uploads/media-from-ftp-tmp/; robots www.lvmh.com disallows only candidate-portal paths."
Fenty,LVMH-Algolia,"{""appId"":""SDMQTD2J9T"",""apiKey"":""a5c6f4c87dea9aac0732631cd87583b2"",""index"":""PRD-en-us"",""filters"":""category:job AND maison:\""Fenty\""""}",2,"PARENT PORTAL (LVMH maison; fentybeauty.com/pages/careers -> 200 is a Shopify marketing shell with zero job listings and zero ATS fingerprints — verified by stripping tags and reading the rendered text). VERIFIED PERSONALLY: POST https://SDMQTD2J9T-dsn.algolia.net/1/indexes/PRD-en-us/query filters 'category:job AND maison:""Fenty""' -> 200, nbHits=2, hits[].maison='Fenty', source='jobhub' ('Assistant Retail Marketing Manager' and 'Assistant Product Manager - Kendo', both Shanghai). Maison label cross-confirmed in GET https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=en -> 200."
Fil Rouge,NONE,,0,"Could not resolve the company to any reachable web presence. DNS failures (curl error 6 / NXDOMAIN) on: filrouge.fr, fil-rouge.fr, filrouge.com, groupefilrouge.com, www.filrouge-paris.com, www.agencefilrouge.fr. WTTJ slugs 'fil-rouge' and 'filrouge' -> nbHits 0. Dominant reason: no identifiable domain for this supplier, so no feed could be probed."
Filorga,SuccessFactors,"{""origin"":""https://jobs.colgate.com""}",501,"PARENT PORTAL (Filorga is owned by Colgate-Palmolive; the brand itself has NO careers page — https://www.filorga.com/ -> 200 redirects to int.filorga.com, Shopify, whose full 27-page sitemap contains no careers page and /pages/careers + /pages/recrutement 404). Group portal GET https://jobs.colgate.com/ -> 200 with rmkcdn.successfactors.com/aaf0b946/ assets + jobs2web j2w.*.min.js = SAP SuccessFactors RMK. Feed VERIFIED PERSONALLY: GET https://jobs.colgate.com/sitemap.xml -> 200 (6,131,976 B) which is actually an RSS 2.0 job feed ('<rss version=""2.0""...><title>Careers at Colgate</title>') containing exactly 501 <item> entries. 4 of them name Filorga (Regulatory Operations Executive Mumbai; Brand Manager Mexico City; Customer Dev & In-Field Tech Specialist Dublin; Demand Services Procurement Specialist Mexico City). robots https://jobs.colgate.com/robots.txt 'User-agent: *' disallows only /applybutton/ /talentcommunity/ /emailsubscribe/ /services/ /preapply/ /error /unsubscribe/ /reset/ — sitemap.xml not disallowed. Count is group-wide (501); brand is not a queryable facet."
Florentina Leitner,NONE,,0,"GET https://www.florentinaleitner.com/ -> 200 (356,474 B, Shopify). Zero ATS fingerprints. Only non-product link found in HTML is /policies/contact-information; every /pages/ link enumerated (about, stockists, contacts, ~15 lookbook/collection pages) — none career-related. /pages/careers, /pages/jobs, /pages/internship all 404 while /pages/contact -> 200 (proving the 404s are real absences). /sitemap.xml returned no career-related loc. Dominant reason: brand too small — no careers page exists."
FLS,NONE,,0,"Could not confirm the intended entity, and no candidate has a fashion/luxury careers feed. https://www.fls.fr -> 200 but redirects to https://fls-location.fr/ (equipment rental — wrong sector). https://fls-group.com/ -> 200 but its own text identifies it as 'FLS Group - Tailor-Made Global Solutions', a Thai logistics/warehousing operator (Map Ta Phut, Ban Khai industrial estates) — wrong entity. groupe-fls.com -> NXDOMAIN. Dominant reason: supplier not identifiable to a fashion/luxury company with a reachable careers domain."
Foot Locker France,Phenom,"{""origin"":""https://careers.footlocker.com""}",2814,"GET https://careers.footlocker.com/api/jobs?limit=10&page=1 [200] -> Phenom JSON, totalCount=2814 (count=1972 for the default en-us language slice); jobs[].data has slug/req_id/title/description e.g. req 71508 'Store Manager'. Re-fetched with limit=1 [200] totalCount=2814 (premise said 2803 - live value is 2814). robots.txt careers.footlocker.com 'User-agent: *' -> 'Allow: /' with 'crawl-delay: 5' (honoured)."
Fragonard,Indeed,"{""origin"":""https://www.fragonard.com/fr-int/carrieres.cfm""}",4,"GET https://www.fragonard.com/ [200] -> footer careers link /fr-int/carrieres.cfm. GET https://www.fragonard.com/fr-int/carrieres.cfm [200]: no ATS vendor fingerprint; the 4 live openings are hard-linked to fr.indeed.com/job/... (agent-de-conditionnement, assistant-relation-clientele-b-c, guide-vendeur-contrat-etudiant, guide-vendeur - all '-les-parfumeries-fragonard-<hash>'). Same 4 on the en-int locale. No self-hosted JSON feed exists."
FRAME,NONE,,0,GET https://frame-store.com/ [200] and https://frame-store.com/pages/careers [200] (Shopify). Careers page renders only the heading 'Careers' plus Shopify subscription/tier boilerplate - zero job records and no ATS vendor fingerprint (grep for greenhouse/lever/ashby/workable/recruitee/personio/workday/smartrecruiters/teamtailor/phenom = none). WTTJ slug 'frame' is the unrelated strategy consultancy (already ruled out). Dominant reason: brand publishes no public job feed.
France Inter Mode,NONE,,0,"DNS/connection failure on every candidate host: https://www.franceintermode.com/ and https://franceintermode.com/ both return curl exit 6/7 (HTTP 000, no resolution). No reachable corporate site, therefore no careers page and no feed to probe. Dominant reason: no live web presence."
Francesco Smalto,NONE,,0,"GET https://www.smalto.com/ [200, 249846b] - no careers/recrutement link in nav or footer and no ATS vendor fingerprint. GET https://www.smalto.com/pages/carrieres [404]. No ATS subdomain resolves. Dominant reason: no public careers page."
Franck Muller,NONE,,0,"GET https://www.franckmuller.com/ [200] exposes a footer link '/careers', but GET https://www.franckmuller.com/careers [404], /careers/ [404], /en/careers [404] and /pages/careers [404] - the link is dead. No ATS vendor fingerprint anywhere in the homepage HTML. WTTJ slug 'franck-muller' -> nbHits 0. Dominant reason: careers route broken, no reachable feed."
Franck Sorbier,NONE,,0,"GET https://www.francksorbier.com/ [200] returns a 4829-byte placeholder page - no careers link, no ATS fingerprint, no job content at all. Dominant reason: site is a stub, couture house publishes no job feed."
Franco Gioielli,BLOCKED_ROBOTS,,31,"Parent is THOM Group. GET https://www.thomgroup.com/talents/job-offers/ [200] -> the group's job boards are EasyCruit: orovivo.easycruit.com, histoiredor.easycruit.com, thomgroup.easycruit.com. GET https://orovivo.easycruit.com/intranet/alle_stellenanzeigen/?iso=de [200] renders 31 unique /vacancy/<id>/ links, BUT robots.txt https://orovivo.easycruit.com/robots.txt 'User-agent: *' -> 'Disallow: /intranet/' and every vacancy path sits under /intranet/. Non-intranet root https://thomgroup.easycruit.com/ returns [202] with a 0-byte body. Marked BLOCKED_ROBOTS; count shown is what the disallowed path would yield, not scraped."
Fred,LVMH-Algolia,"{""appId"":""SDMQTD2J9T"",""apiKey"":""a5c6f4c87dea9aac0732631cd87583b2"",""index"":""PRD-en-us"",""filters"":""category:job AND maison:\""Fred\""""}",14,"Parent portal LVMH. The listing runs on Algolia: POST https://SDMQTD2J9T-dsn.algolia.net/1/indexes/PRD-en-us/query with headers x-algolia-application-id: SDMQTD2J9T, x-algolia-api-key: a5c6f4c87dea9aac0732631cd87583b2, Referer https://www.lvmh.com/ and body {""query"":"""",""filters"":""category:job AND maison:\""Fred\""""} -> 200, nbHits=14. Hits are real job records with fields category/source(jobhub)/name/maison/geographicArea/city/regionState/countryRegion/contract/requiredExperience/workingMode/link/atsId (e.g. Fendi hit name 'Client Advisor - Berlin', maison 'Fendi', city 'Berlin'). The maison label is taken verbatim from GET https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr -> 200, which lists this maison among 76. Per-offer detail also verified live: GET https://www.lvmh.com/proxyApi/v1/jobhub/offer?reference=REPO00097&lang=fr -> 200 returning reference/jobTitle/maison/company/city/contract. robots.txt www.lvmh.com: 'User-agent: *' disallowing only /*espace-candidat, /*spazio-candidato, /*candidate-portal (the APPLY portal) - the offer listings are allowed."
Fresh,LVMH-Algolia,"{""appId"":""SDMQTD2J9T"",""apiKey"":""a5c6f4c87dea9aac0732631cd87583b2"",""index"":""PRD-en-us"",""filters"":""category:job AND maison:\""Fresh\""""}",43,"Parent portal LVMH. The listing runs on Algolia: POST https://SDMQTD2J9T-dsn.algolia.net/1/indexes/PRD-en-us/query with headers x-algolia-application-id: SDMQTD2J9T, x-algolia-api-key: a5c6f4c87dea9aac0732631cd87583b2, Referer https://www.lvmh.com/ and body {""query"":"""",""filters"":""category:job AND maison:\""Fresh\""""} -> 200, nbHits=43. Hits are real job records with fields category/source(jobhub)/name/maison/geographicArea/city/regionState/countryRegion/contract/requiredExperience/workingMode/link/atsId (e.g. Fendi hit name 'Client Advisor - Berlin', maison 'Fendi', city 'Berlin'). The maison label is taken verbatim from GET https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr -> 200, which lists this maison among 76. Per-offer detail also verified live: GET https://www.lvmh.com/proxyApi/v1/jobhub/offer?reference=REPO00097&lang=fr -> 200 returning reference/jobTitle/maison/company/city/contract. robots.txt www.lvmh.com: 'User-agent: *' disallowing only /*espace-candidat, /*spazio-candidato, /*candidate-portal (the APPLY portal) - the offer listings are allowed."
Fringuant,NONE,,0,"GET https://www.fringuant.com/ [200, 34636b] and https://fringuant.com/ [200] - no careers/recrutement/nous-rejoindre link and no ATS vendor fingerprint in the HTML. Dominant reason: small supplier, no public careers page."
Fursac,SmartRecruiters,"{""account"":""SMCP""}",3,"Parent is SMCP. GET https://www.smcp.com/fr/talents/offres-d-emploi/ [200] -> SmartRecruiters widget subscriptions.smartrecruiters.com/widget/v1/sr-job-alerts.js?dcr_ci=SMCP. Verified GET https://api.smartrecruiters.com/v1/companies/SMCP/postings?limit=100 [200] totalFound=534 (content[].company.name='SMCP'). Fursac subset: same endpoint with &q=Fursac [200] totalFound=3 ('Charge.e de Service Client et omnicanalite CDI - H/F', 'Juriste Droit Social H/F', 'Stage - Juriste H/F'). Parent group feed - Fursac has no own ATS."
G/FORE,RichemontCareers,"{""origin"":""https://careers.richemont.com"",""search"":""g-fore""}",0,"robots.txt careers.richemont.com: 'User-agent: *' / 'Allow: /'. GET https://careers.richemont.com/en/jobs/?search=gfore -> 200, 0 job routes; ?search=g-fore -> 200, 3 routes (jr128959, jr130680, jr132279) BUT jr130680 is '/lehrstelle-als-...' (a Swiss apprenticeship), i.e. the hyphenated query is fuzzy-matching rather than brand-filtering; job detail pages return 403 Cloudflare so the titles could not be confirmed. Controls: ?search=zzzznope -> 0, ?search=dunhill -> 16, ?search=cartier -> 20. Recorded as 0 verified brand jobs. The robots-allowed Richemont Workday feed (broadbean_external, total=422, fully enumerated) has no maison facet and no G/FORE match."
Galeries Lafayette,Teamtailor,"{""origin"":""https://carrieres.groupegalerieslafayette.com""}",157,"www.galerieslafayette.com is WAF-blocked (403 on / and /carrieres, even robots.txt returns an 'Acces restreint' HTML page), so located the group careers domain instead. GET https://carrieres.groupegalerieslafayette.com/jobs [200] -> Teamtailor fingerprint in HTML. Verified feed GET https://carrieres.groupegalerieslafayette.com/jobs.json?per_page=100 [200] -> JSON Feed, title='Groupe Galeries Lafayette'; followed next_url across 2 pages -> 157 real items e.g. 'Conseiller de vente Espace Luxe F/H', 'Employe Service Client F/H'. robots.txt 'User-Agent: *' -> only 'Disallow: /app/ /messages/ /messenger/ /facebook/tab/ /jobs/internal/' - /jobs and jobs.json are allowed."
Galimard,NONE,,0,"GET https://www.galimard.com/ [200, 1653269b] - no careers/recrutement link anywhere in the markup and no ATS vendor fingerprint. GET https://www.galimard.com/fr/content/9-recrutement [404]. WTTJ slug 'galimard' -> nbHits 0. Dominant reason: no public careers page or feed."
Garnier,Avature,"{""origin"":""https://careers.loreal.com""}",1737,"Parent portal L'Oreal = AVATURE (page JS exposes avature.portal.id / avature.portal.urlPath / avature.portallist.search on https://careers.loreal.com/en_US/jobs/SearchJobs -> 200). robots.txt careers.loreal.com: 'User-agent: *' then 'Allow: /careers' + Sitemap lines; jobs not disallowed. Live pagination verified: /en_US/jobs/SearchJobs/?jobOffset=0 -> 20 JobDetail links, jobOffset=1734 -> 3, jobOffset=1750 -> 0, i.e. ~1737 live postings. Cross-checked against the robots-advertised sitemap GET https://careers.loreal.com/en_US/jobs/sitemap.xml -> 200 containing exactly 1737 /JobDetail/{slug}/{id} URLs (fr_FR sitemap gives the same 1737). Sample /JobDetail/Nordic-Data-Analytics-Manager/208631 -> 200 with ""title"":""(2026) - LOA - Nordics - Nordic Data & Analytics Manager"". Also GET /en_US/jobs/SearchJobsAJAXJSON?s=1 -> 200 real job JSON (typeahead only - its 'from' param is ignored, so it is not the paginated feed). CAVEAT: there is no working brand filter (?keyword=<brand> returns unrelated results), so the adapter target is the whole L'Oreal group feed; 1737 is group-wide, not brand-specific."
Gas Bijoux,Factorial,"{""origin"":""https://gasbijoux.factorial.fr""}",0,"GET https://gasbijoux.com/ [200] -> footer link /pages/recrutement; GET https://gasbijoux.com/pages/recrutement [200] -> links out to https://gasbijoux.factorial.fr/. Verified GET https://gasbijoux.factorial.fr/ [200, 73174b] - real Factorial-hosted board ('Rejoignez-nous !') but it currently lists zero open positions (only the '#jobs' anchor, no job detail links). robots.txt gasbijoux.factorial.fr 'User-agent: *' -> 'Allow: /'. Verified 0 is the live count."
Gauchere,NONE,,0,"GET https://gauchere.com/ [200, 129960b] and https://gauchere.com/pages/contact [200] - no careers/jobs link and no ATS vendor fingerprint. GET https://gauchere.com/pages/jobs [404]. Dominant reason: small independent label, no public job feed."
Gemo,Magnet,"{""siteKey"":""61ffe84ad14ba0fdbb448d2d388ac4e3"",""origin"":""https://recrutement.groupe-eram.com""}",42,"GET https://www.gemo.fr/nous-rejoindre [200] -> group portal https://recrutement.groupe-eram.com/. That SPA's bundle /build/main.79dd024d5e1893f3fabc.js references https://api.magnet.work and route /v2/job-offers; publicKey 61ffe84ad14ba0fdbb448d2d388ac4e3 taken from window.cvc config in the page HTML. POST https://api.magnet.work/v2/security/login {usr:b64(key),pass:b64(ISO ts)} [200] -> JWT; POST https://api.magnet.work/v2/job-offers with the schema the API demands (skills/jobs/cities/departments/regions/countries/contracts/hobbies/offset/limit all present) [200] -> total=89, list of 89 records. Brand breakdown of _source.brand: Gemo 42, Eram 16, TBS 10, BOCAGE 10, Mellow Yellow 4, Groupe ERAM 3, PARADE 2, DRESCO 1, LOG XL 1. Gemo = 42. robots.txt recrutement.groupe-eram.com 'User-agent: *' -> 'Allow: /'."
Georges Hobeika,NONE,,0,"GET https://georgeshobeika.com/ [200] -> footer link /pages/career-opportunities. GET https://georgeshobeika.com/pages/career-opportunities [200, 473061b] and the /fr/ locale [200]: Shopify page with no job records and no ATS vendor fingerprint (only a spontaneous-application invitation). Dominant reason: no structured job feed."
Gerard Darel,Taleez,"{""subdomain"":""gerarddarel""}",0,"GET https://gerarddarel.com/fr-fr [200] -> ATS link https://gerarddarel.taleez.com/. Verified GET https://gerarddarel.taleez.com/ [200] - real Taleez-hosted Angular board, but it renders no job records: sitemap.xml [200] contains only the root <loc>, the page HTML has zero job hrefs and zero 'offre/poste' occurrences, and the app bundle main-BGA6IW4A.js exposes only the '/jobs' route. GET /jobs [200] renders Taleez's 'Erreur' page; /api/* returns 401/404 (api.taleez.com/0/jobs -> 403 'Authentication required' - that is the private recruiter API). robots.txt gerarddarel.taleez.com 'User-agent: *' has no Disallow. Verified 0 open positions."
Germanier,NONE,,0,"GET https://kevingermanier.com/ [200, 74918b] - no careers link and no ATS vendor fingerprint; https://kevingermanier.com/pages/careers [404]. Dominant reason: small independent atelier, no public job feed."
Getex,NONE,,0,"GET https://www.getex.fr/ [200] -> footer link /nous-rejoindre/. GET https://www.getex.fr/nous-rejoindre/ [200, 64901b] - WordPress page with no job records, no ATS vendor fingerprint and no external board link (only wp-json oembed self-references). Dominant reason: supplier invites spontaneous applications only."
Giambattista Valli,NONE,,0,"GET https://www.giambattistavalli.com/ -> HTTP 000 (connection failure); https://giambattistavalli.com/ -> HTTP 500. No reachable site, so no careers page and no feed to probe. Dominant reason: brand site unreachable/erroring."
Gianvito Rossi,RichemontCareers,"{""origin"":""https://careers.richemont.com"",""search"":""gianvito""}",0,"robots.txt careers.richemont.com: 'User-agent: *' / 'Allow: /'. GET https://careers.richemont.com/en/jobs/?search=gianvito -> 200, 0 job routes; ?search=rossi -> 200, 0 routes. Search param proven real by controls (?search=zzzznope -> 0, ?search=dunhill -> 16, ?search=cartier -> 20), so 0 is a verified absence, not a broken query. The robots-allowed Richemont Workday feed (broadbean_external, POST .../wday/cxs/richemont/broadbean_external/jobs -> 200 total=422, all 422 enumerated) carries no maison facet and no Gianvito Rossi match."
Ginori 1735,Eightfold,"{""origin"":""https://careers.kering.com"",""domain"":""kering.com""}",16,"Parent portal Kering (Eightfold), same verified feed and robots as Gucci above (data.count=1007, 1005 unique positions enumerated). Exact brand count: 16 titles start with 'GINORI' (e.g. 'GINORI 1735 - Assistant Store Manager', 'GINORI 1735 - Addetta/o alla Lustratura e Molatura'). query=Ginori reports count=116 but is fuzzy-matched and inflated; 16 is the exact prefix count."
Giorgio Armani Privé,BLOCKED_ROBOTS,,0,"GET https://www.armani.com/fr-fr/ [200] -> careers link https://career5.successfactors.eu/career?company=3397177P (SAP SuccessFactors, Giorgio Armani tenant 3397177P). GET that URL [200] confirms a live SuccessFactors career site. BUT robots.txt https://career5.successfactors.eu/robots.txt 'User-agent: *' -> 'Disallow: /' plus 'Disallow: /*company' and only 'Allow: /login' - the career/job-search path is explicitly disallowed. Not crawled; marked BLOCKED_ROBOTS."
Girard-Perregaux,NONE,,0,"GET https://www.girard-perregaux.com/ [200, 721552b] - no careers/recrutement/jobs link in nav or footer and no ATS vendor fingerprint (grep for workday/successfactors/smartrecruiters/phenom/taleo/avature/teamtailor = none). Parent Sowind Group exposes no separate careers portal. Dominant reason: no public careers page or feed."
Givaudan,Phenom,"{""origin"":""https://careers.givaudan.com""}",361,"GET https://www.givaudan.com/ [200] -> careers.givaudan.com. GET https://careers.givaudan.com/global/en/search-results [200] -> Phenom site (cdn.phenompeople.com, phenomtrack.min.js) with the job payload server-rendered in the page as ""eagerLoadRefineSearch"":{""status"":200,""hits"":10,""totalHits"":361,""data"":{""jobs"":[...]}} - real records e.g. 'Coordinateur Ventes - Fine Fragrance (h/f/d)', 'Smaakpanel medewerker'. Re-fetched to confirm totalHits=361. Note the plain /api/jobs Phenom endpoint returns HTTP 500 on this tenant, so the listing must be read from search-results. robots.txt careers.givaudan.com 'User-agent: *' disallows only */apply, */jobcart, */chatbot, */px-widgets, */glassdoor etc. - /global/en/search-results is allowed."
Givenchy,LVMH-Algolia,"{""appId"":""SDMQTD2J9T"",""apiKey"":""a5c6f4c87dea9aac0732631cd87583b2"",""index"":""PRD-en-us"",""filters"":""category:job AND maison:\""Givenchy\""""}",24,"Parent portal LVMH. The listing runs on Algolia: POST https://SDMQTD2J9T-dsn.algolia.net/1/indexes/PRD-en-us/query with headers x-algolia-application-id: SDMQTD2J9T, x-algolia-api-key: a5c6f4c87dea9aac0732631cd87583b2, Referer https://www.lvmh.com/ and body {""query"":"""",""filters"":""category:job AND maison:\""Givenchy\""""} -> 200, nbHits=24. Hits are real job records with fields category/source(jobhub)/name/maison/geographicArea/city/regionState/countryRegion/contract/requiredExperience/workingMode/link/atsId (e.g. Fendi hit name 'Client Advisor - Berlin', maison 'Fendi', city 'Berlin'). The maison label is taken verbatim from GET https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr -> 200, which lists this maison among 76. Per-offer detail also verified live: GET https://www.lvmh.com/proxyApi/v1/jobhub/offer?reference=REPO00097&lang=fr -> 200 returning reference/jobTitle/maison/company/city/contract. robots.txt www.lvmh.com: 'User-agent: *' disallowing only /*espace-candidat, /*spazio-candidato, /*candidate-portal (the APPLY portal) - the offer listings are allowed."
GLAMGLOW,Eightfold,"{""origin"":""https://careers.elcompanies.com"",""domain"":""elcompanies.com""}",1400,"Parent is The Estee Lauder Companies; GLAMGLOW has no own ATS (www.glamglow.com is Akamai 403 even for robots.txt). GET https://careers.elcompanies.com [200 -> /careers] -> Eightfold fingerprint. Seeded cookie then GET https://careers.elcompanies.com/api/pcsx/search?domain=elcompanies.com&start=0&num=5 [200] -> data.count=1400 with real positions e.g. 'Key Holder - Le Labo - Full Time - Seattle, WA'. robots.txt careers.elcompanies.com 'User-agent: *' -> 'Disallow: /' but explicitly 'Allow: /careers' and 'Allow: /api/pcsx'. Count is the parent portal's: the brand query is fuzzy (&query=GLAMGLOW returns count=361 but the top hits are MAC/unrelated roles), so no reliable GLAMGLOW-only figure exists."
Goossens Paris,NONE,,0,"GET https://www.goossens-paris.com/fr [200, 1005234b] - no careers/recrutement link and no ATS vendor fingerprint; /fr/careers [404]. Parent Chanel runs no public machine-readable job feed for the metiers d'art houses. Dominant reason: no reachable careers page for this maison."
Goutal Paris,NONE,,0,"GET https://www.annickgoutal.com/ [200, 414020b] - no careers link, no ATS fingerprint. Parent Interparfums SA: GET https://www.interparfums.fr/ [200, 902384b] contains no recrutement/carrieres/emploi/job/talent link at all, and /carrieres, /fr/carrieres, /recrutement/, /en/careers/, /nous-rejoindre all return 404. WTTJ slugs 'goutal' and 'interparfums' -> nbHits 0. Dominant reason: neither brand nor parent publishes a public job feed."
GQ France,Workday,"{""tenant"":""condenast"",""site"":""CondeCareers"",""origin"":""https://condenast.wd115.myworkdayjobs.com""}",139,"Parent is Conde Nast; GQ France has no own ATS. GET https://www.condenast.com/fr [200] -> /fr/careers; GET https://www.condenast.com/careers [200] -> links to https://condenast.wd115.myworkdayjobs.com/CondeCareers. Verified POST https://condenast.wd115.myworkdayjobs.com/wday/cxs/condenast/CondeCareers/jobs body {""appliedFacets"":{},""limit"":20,""offset"":0,""searchText"":""""} [200] -> total=139, e.g. 'Visuals Editor, Conde Nast Traveller', 'Associate Fashion Writer, Glamour - 12 month FTC'. Paris-scoped searchText returns 129 including French-language Vogue/GQ roles."
Grès,NONE,,0,"No live brand site: https://www.gres-paris.com/ and https://gres-paris.com/ -> HTTP 000 (no DNS); https://www.gres.fr/ [200] is a 5040-byte unrelated placeholder and https://www.gres.paris/ [200] a 2304-byte stub - neither carries a careers link or ATS fingerprint. Dominant reason: dormant house, no web presence to probe."
